tick,phase,value,route,app,button_queue,miniapp_queue,present_sequence,framebuffer_crc,js_used,host_used,core_free,cpu_frequency_hz
5151,ui-heartbeat-gap,56,56,1,0,0,27,00000000,987488,0,35526460,216000000
5155,heartbeat,56,56,1,0,0,27,00000000,987488,0,35526460,216000000
5160,move-present,176,56,1,0,0,27,00000000,987488,0,35526460,216000000
5164,move-release,8,56,1,1,0,27,00000000,987488,0,35526460,216000000
5168,move-post,2,56,1,2,0,27,00000000,987488,0,35526460,216000000
5185,ui-batch-execute-duration,1,-2,-2,-1,0,27,00000000,0,0,0,216000000
5205,js-tick-duration,32,-2,-2,-1,0,27,00000000,0,0,0,216000000
5205,miniapp-service-duration,32,-2,-2,-1,0,27,00000000,0,0,0,216000000
5205,runtime-services-duration,32,-2,-2,-1,0,27,00000000,0,0,0,216000000
5207,lv-timer-duration,2,-2,-2,-1,0,27,00000000,0,0,0,216000000
5207,ui-heartbeat-gap,56,56,1,0,0,28,00000000,1008668,6176,35520268,216000000
5212,heartbeat,56,56,1,0,0,28,00000000,1008668,6176,35520268,216000000
5216,move-present,208,56,1,0,0,28,00000000,1008668,6176,35520268,216000000
5220,move-release,2,56,1,1,0,28,00000000,1008668,6176,35520268,216000000
5225,move-post,4,56,1,2,0,28,00000000,1008668,6176,35520268,216000000
5233,js-tick-duration,4,-2,-2,-1,0,28,00000000,0,0,0,216000000
5233,miniapp-service-duration,4,-2,-2,-1,0,28,00000000,0,0,0,216000000
5234,miniapp-render-duration,1,-2,-2,-1,0,28,00000000,0,0,0,216000000
5234,runtime-services-duration,5,-2,-2,-1,0,28,00000000,0,0,0,216000000
5238,lv-timer-duration,4,-2,-2,-1,0,28,00000000,0,0,0,216000000
5238,ui-heartbeat-gap,31,56,1,0,0,29,00000000,988652,0,35526460,216000000
5242,heartbeat,31,56,1,0,0,29,00000000,988652,0,35526460,216000000
5246,move-present,198,56,1,0,0,29,00000000,988652,0,35526460,216000000
5251,move-release,4,56,1,1,0,29,00000000,988652,0,35526460,216000000
5255,move-post,64,56,1,2,0,29,00000000,988652,0,35526460,216000000
5259,heartbeat,21,56,1,0,0,29,00000000,988652,0,35526460,216000000
5264,move-release,64,56,1,1,0,29,00000000,988652,0,35526460,216000000
5268,move-post,8,56,1,2,0,29,00000000,988652,0,35526460,216000000
5278,js-tick-duration,6,-2,-2,-1,0,29,00000000,0,0,0,216000000
5278,miniapp-service-duration,6,-2,-2,-1,0,29,00000000,0,0,0,216000000
5278,runtime-services-duration,6,-2,-2,-1,0,29,00000000,0,0,0,216000000
5282,lv-timer-duration,4,-2,-2,-1,0,29,00000000,0,0,0,216000000
5282,heartbeat,23,56,1,0,0,30,00000000,988092,0,35526460,216000000
5287,move-present,187,56,1,0,0,30,00000000,988092,0,35526460,216000000
5291,move-release,8,56,1,1,0,30,00000000,988092,0,35526460,216000000
5295,move-post,2,56,1,2,0,30,00000000,988092,0,35526460,216000000
5302,lv-timer-duration,2,-2,-2,-1,0,30,00000000,0,0,0,216000000
5303,present-duration,1,-2,-2,-1,0,31,00000000,0,0,0,216000000
5303,heartbeat,21,56,1,0,0,31,00000000,988092,0,35526460,216000000
5307,move-present,152,56,1,0,0,31,00000000,988092,0,35526460,216000000
5311,move-release,2,56,1,1,0,31,00000000,988092,0,35526460,216000000
5315,2048-input-max-latency,208,56,1,1,0,31,00000000,988092,0,35526460,216000000
5320,2048-input-p95-latency,198,56,1,1,0,31,00000000,988092,0,35526460,216000000
5324,game-exit-hold,0,56,1,1,0,31,00000000,988092,0,35526460,216000000
5328,heartbeat,25,56,1,0,0,31,00000000,988092,0,35526460,216000000
5333,menu-hold-post,2,56,1,1,0,31,00000000,988092,0,35526460,216000000
5337,heartbeat,9,56,1,0,0,31,00000000,988196,0,35526460,216000000
5342,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5347,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5352,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5357,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5362,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5367,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5372,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5377,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5382,heartbeat,5,56,1,0,0,31,00000000,988196,0,35526460,216000000
5391,lv-timer-duration,4,-2,-2,-1,0,31,00000000,0,0,0,216000000
5391,heartbeat,9,56,1,0,0,32,00000000,988196,0,35526460,216000000
5396,exit-prompt-present,13,56,1,0,0,32,00000000,988196,0,35526460,216000000
5400,menu-hold-release,2,56,1,1,0,32,00000000,988196,0,35526460,216000000
5404,game-exit-right,0,56,1,1,0,32,00000000,988196,0,35526460,216000000
5409,heartbeat,18,56,1,0,0,32,00000000,988196,0,35526460,216000000
5413,game2048-exit-select,8,56,1,1,0,32,00000000,988196,0,35526460,216000000
5418,miniapp-render-duration,1,-2,-2,-1,0,32,00000000,0,0,0,216000000
5418,runtime-services-duration,1,-2,-2,-1,0,32,00000000,0,0,0,216000000
5422,lv-timer-duration,4,-2,-2,-1,0,32,00000000,0,0,0,216000000
5422,heartbeat,13,56,1,0,0,33,00000000,988196,0,35526460,216000000
5426,button-release,8,56,1,1,0,33,00000000,988196,0,35526460,216000000
5431,heartbeat,9,56,1,0,0,33,00000000,988196,0,35526460,216000000
5435,action-present,13,56,1,0,0,33,00000000,988196,0,35526460,216000000
5439,game-exit-select,0,56,1,0,0,33,00000000,988196,0,35526460,216000000
5444,heartbeat,13,56,1,0,0,33,00000000,988312,0,35526460,216000000
5448,game2048-exit-list-frame,1,56,1,1,0,33,00000000,988312,0,35526460,216000000
5457,runtime-log-duration,5,-2,-2,-1,0,33,00000000,0,0,0,216000000
5487,input-dispatch-duration,35,-2,-2,-1,0,33,00000000,0,0,0,216000000
5494,lv-timer-duration,7,-2,-2,-1,0,33,00000000,0,0,0,216000000
5494,ui-heartbeat-gap,50,55,-1,0,0,34,00000000,0,0,43915088,216000000
5494,heartbeat,50,55,-1,0,0,34,00000000,0,0,43915088,216000000
5494,button-release,1,55,-1,1,0,34,00000000,0,0,43915088,216000000
5494,action-present,50,55,-1,0,0,34,00000000,0,0,43915088,216000000
5494,finish-fail,0,55,-1,0,0,34,00000000,0,0,43915088,216000000
