tick,phase,value,route,app,button_queue,miniapp_queue,present_sequence,framebuffer_crc,js_used,host_used,core_free,cpu_frequency_hz
5260,js-tick-duration,6,-2,-2,-1,0,30,00000000,0,0,0,216000000
5260,miniapp-service-duration,6,-2,-2,-1,0,30,00000000,0,0,0,216000000
5260,runtime-services-duration,6,-2,-2,-1,0,30,00000000,0,0,0,216000000
5260,ui-heartbeat-gap,29,56,1,0,0,30,00000000,1062136,0,35526460,216000000
5264,heartbeat,29,56,1,0,0,30,00000000,1062136,0,35526460,216000000
5269,move-release,64,56,1,1,0,30,00000000,1062136,0,35526460,216000000
5273,move-post,8,56,1,2,0,30,00000000,1062136,0,35526460,216000000
5279,miniapp-render-duration,1,-2,-2,-1,0,30,00000000,0,0,0,216000000
5279,runtime-services-duration,1,-2,-2,-1,0,30,00000000,0,0,0,216000000
5283,lv-timer-duration,4,-2,-2,-1,0,30,00000000,0,0,0,216000000
5283,heartbeat,23,56,1,0,0,31,00000000,1062136,0,35526460,216000000
5287,move-present,218,56,1,0,0,31,00000000,1062136,0,35526460,216000000
5292,move-release,8,56,1,1,0,31,00000000,1062136,0,35526460,216000000
5296,move-post,2,56,1,2,0,31,00000000,1062136,0,35526460,216000000
5302,miniapp-render-duration,1,-2,-2,-1,0,31,00000000,0,0,0,216000000
5302,runtime-services-duration,1,-2,-2,-1,0,31,00000000,0,0,0,216000000
5304,lv-timer-duration,2,-2,-2,-1,0,31,00000000,0,0,0,216000000
5304,heartbeat,21,56,1,0,0,32,00000000,1062136,0,35526460,216000000
5309,move-present,173,56,1,0,0,32,00000000,1062136,0,35526460,216000000
5313,move-release,2,56,1,1,0,32,00000000,1062136,0,35526460,216000000
5318,2048-input-max-latency,251,56,1,1,0,32,00000000,1062136,0,35526460,216000000
5322,2048-input-p95-latency,231,56,1,1,0,32,00000000,1062136,0,35526460,216000000
5327,game-exit-hold,0,56,1,1,0,32,00000000,1062136,0,35526460,216000000
5332,ui-heartbeat-gap,28,56,1,0,0,32,00000000,1062136,0,35526460,216000000
5336,heartbeat,28,56,1,0,0,32,00000000,1062136,0,35526460,216000000
5341,menu-hold-post,2,56,1,1,0,32,00000000,1062136,0,35526460,216000000
5345,heartbeat,13,56,1,0,0,32,00000000,1062136,0,35526460,216000000
5351,heartbeat,6,56,1,0,0,32,00000000,1062136,0,35526460,216000000
5356,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5361,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5366,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5371,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5376,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5381,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5386,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5391,heartbeat,5,56,1,0,0,32,00000000,1062252,0,35526460,216000000
5400,lv-timer-duration,4,-2,-2,-1,0,32,00000000,0,0,0,216000000
5400,heartbeat,9,56,1,0,0,33,00000000,1062252,0,35526460,216000000
5405,game2048-exit-prompt,18,56,1,0,0,33,00000000,1062252,0,35526460,216000000
5410,exit-prompt-present,18,56,1,0,0,33,00000000,1062252,0,35526460,216000000
5414,menu-hold-release,2,56,1,1,0,33,00000000,1062252,0,35526460,216000000
5419,game-exit-right,0,56,1,1,0,33,00000000,1062252,0,35526460,216000000
5423,heartbeat,23,56,1,0,0,33,00000000,1062252,0,35526460,216000000
5428,game2048-exit-select,8,56,1,1,0,33,00000000,1062252,0,35526460,216000000
5433,miniapp-render-duration,1,-2,-2,-1,0,33,00000000,0,0,0,216000000
5433,runtime-services-duration,1,-2,-2,-1,0,33,00000000,0,0,0,216000000
5437,lv-timer-duration,4,-2,-2,-1,0,33,00000000,0,0,0,216000000
5437,heartbeat,14,56,1,0,0,34,00000000,1062252,0,35526460,216000000
5442,button-release,8,56,1,1,0,34,00000000,1062252,0,35526460,216000000
5447,heartbeat,10,56,1,0,0,34,00000000,1062252,0,35526460,216000000
5451,action-present,14,56,1,0,0,34,00000000,1062252,0,35526460,216000000
5456,game-exit-select,0,56,1,0,0,34,00000000,1062252,0,35526460,216000000
5461,heartbeat,14,56,1,0,0,34,00000000,1062368,0,35526460,216000000
5465,game2048-exit-list-frame,1,56,1,1,0,34,00000000,1062368,0,35526460,216000000
5475,runtime-log-duration,5,-2,-2,-1,0,34,00000000,0,0,0,216000000
5506,input-dispatch-duration,36,-2,-2,-1,0,34,00000000,0,0,0,216000000
5513,lv-timer-duration,7,-2,-2,-1,0,34,00000000,0,0,0,216000000
5513,ui-heartbeat-gap,52,55,-1,0,0,35,00000000,0,0,43915088,216000000
5513,heartbeat,52,55,-1,0,0,35,00000000,0,0,43915088,216000000
5513,button-release,1,55,-1,1,0,35,00000000,0,0,43915088,216000000
5513,action-present,52,55,-1,0,0,35,00000000,0,0,43915088,216000000
5513,finish-fail,0,55,-1,0,0,35,00000000,0,0,43915088,216000000
